Status	Freezer	Rack	Box	Location		Date	Initials	Target		# of entry									
Parent	3	6	10	5	N495/43	09/09/22				2									
Parent	3	6	10	6	N495/44	09/09/22				2									
Parent	3	6	10	7	N495/44	09/09/22				2									
Parent	3	6	10	8	N495/46	09/09/22				2									
Parent	3	6	10	9	N495/46	09/09/22				2									
Parent	3	6	10	10	N495/47	09/09/22				2									
Parent	3	6	10	11	N495/47	09/09/22				2									
Parent	3	6	10	12	N495/48	09/09/22													
Parent	3	6	10	13	N495/48	09/09/22				2									
Parent	3	6	10	14	N495/49	09/09/22				2									
Parent	3	6	10	15	N495/49	09/09/22				2									
Parent	3	6	10	16	N495/50	09/09/22				2									
Parent	3	6	10	17	N495/50	09/09/22				2									
Parent	3	6	10	18	N495/51	09/09/22				2									
Parent	3	6	10	19	N495/51	09/09/22													
Parent	3	6	10	20	N495/52	09/09/22													
Parent	3	6	10	21	N495/52	09/09/22													
Parent	3	6	10	22	N495/53	09/09/22													
Parent	3	6	10	23	N495/53	09/09/22													
Parent	3	6	10	24	N495/54	09/09/22													
Parent	3	6	10	25	N495/54	09/09/22													
Parent	3	6	10	26	N495/55	09/09/22													
Parent	3	6	10	27	N495/55	09/09/22													
Parent	3	6	10	28	N495/56	09/09/22													
Parent	3	6	10	29	N495/56	09/09/22													
Parent	3	6	10	30	N495/57	09/09/22													
Parent	3	6	10	31	N495/57	09/09/22													
Parent	3	6	10	32	N495/58	09/09/22													
Parent	3	6	10	33	N495/58	09/09/22													
Parent	3	6	10	34	N495/59	09/09/22													
Parent	3	6	10	35	N495/59	09/09/22													
Parent	3	6	10	36	N495/60	09/09/22													
Parent	3	6	10	37	N495/60	09/09/22													
Parent	3	6	10	38	N495/64	09/09/22													
Parent	3	6	10	39	N495/64	09/09/22													
Parent	3	6	10	40	N495/70	09/09/22													
Parent	3	6	10	41	N495/70	09/09/22													
Parent	3	6	10	42	N495/72	09/09/22													
Parent	3	6	10	43	N495/72	09/09/22													
Parent	3	6	10	44	N495/74	09/09/22													
Parent	3	6	10	45	N495/74	09/09/22													
Parent	3	6	10	46	N495/75	09/09/22													
Parent	3	6	10	47	N495/75	09/09/22													
Parent	3	6	10	48	N495/77	09/09/22													
Parent	3	6	10	49	N495/77	09/09/22													
Parent	3	6	10	50	N495/79	09/09/22													
Parent	3	6	10	51	N495/79	09/09/22													
Parent	3	6	10	52	N495/80	09/09/22													
Parent	3	6	10	53	N495/80	09/09/22													
Parent	3	6	10	54	N495/81	09/09/22													
Parent	3	6	10	55	N495/81	09/09/22													
Parent	3	6	10	56	N495/82	09/09/22													
Parent	3	6	10	57	N495/82	09/09/22													
Parent	3	6	10	58	N495/83	09/09/22													
Parent	3	6	10	59	N495/83	09/09/22													
Parent	3	6	10	60	N495/85	09/09/22													
Parent	3	6	10	61	N495/85	09/09/22													
Parent	3	6	10	62	N495/88	09/09/22													
Parent	3	6	10	63	N495/88	09/09/22													
Empty	3	6	10	64															
Parent	3	6	10	65	N495/91	09/09/22													
Parent	3	6	10	66	N495/91	09/09/22													
Parent	3	6	10	67	N495/92	09/09/22													
Parent	3	6	10	68	N495/92	09/09/22													
Parent	3	6	10	69	N497/82	11/17/2022	KT/QG	Teneurin-3											
Parent	3	6	10	70	N497/82	11/17/2022	KT/QG	Teneurin-3											
Parent	3	6	10	71	N497/83	11/17/2022	KT/QG	Teneurin-3											
Parent	3	6	10	72	N497/83	11/17/2022	KT/QG	Teneurin-3											
Parent	3	6	10	73	N497/84	11/17/2022	KT/QG	Teneurin-3											
Parent	3	6	10	74	N497/84	11/17/2022	KT/QG	Teneurin-3											
Parent	3	6	10	75	N497/85	11/17/2022	KT/QG	Teneurin-3											
Parent	3	6	10	76	N497/85	11/17/2022	KT/QG	Teneurin-3											
Parent	3	6	10	77	N497/86	11/17/2022	KT/QG	Teneurin-3											
Parent	3	6	10	78	N497/86	11/17/2022	KT/QG	Teneurin-3											
Parent	3	6	10	79	N497/87	11/17/2022	KT/QG	Teneurin-3											
Parent	3	6	10	80	N497/87	11/17/2022	KT/QG	Teneurin-3											
Empty	3	6	10	81															
Empty	3	6	10	82															
Empty	3	6	10	83															
Empty	3	6	10	84															
Empty	3	6	10	85															
Empty	3	6	10	86															
Empty	3	6	10	87															
Empty	3	6	10	88															
Empty	3	6	10	89															
Empty	3	6	10	90															
Empty	3	6	10	91															
Empty	3	6	10	92															
Empty	3	6	10	93															
Empty	3	6	10	94															
Empty	3	6	10	95															
Empty	3	6	10	96															
Empty	3	6	10	97															
Empty	3	6	10	98															
Empty	3	6	10	99															
Empty	3	6	10	100					Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	1	L120/86.1	03/23/17	CD	Collybistin	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	2	L120/86.1	03/23/17	CD	Collybistin	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	3	N452/77.1.1	11/04/15	TL	GABA AR Gamma 2L Subclone	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	4	N452/77.1.2	11/04/15	TL	GABA AR Gamma 2L Subclone	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	5	L120/86.2	03/23/17	CD	Collybistin	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	6	L120/86.2	03/23/17	CD	Collybistin	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	7	L120/86.3	03/23/17	CD	Collybistin	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	8	L120/86.3	03/23/17	CD	Collybistin	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	9	N452/77.1.2	11/04/15	TL	GABA AR Gamma 2L Subclone	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	10	N452/77.1.3	11/04/15	TL	GABA AR Gamma 2L Subclone	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	11	L120/86.4	03/23/17	CD	Collybistin	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	12	L120/86.4	03/23/17	CD	Collybistin	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	13	L120/86.5	03/23/17	CD	Collybistin	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	14	L120/86.5	03/23/17	CD	Collybistin	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	15	N452/77.1.3	11/04/15	TL	GABA AR Gamma 2L Subclone	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	16	L114/81.2	03/23/17	CD	PVALB	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	17	L114/81.2	03/23/17	CD	PVALB	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	18	N452/77.1.4	11/04/15	TL	GABA AR Gamma 2L Subclone	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	19	N452/77.1.4	11/04/15	TL	GABA AR Gamma 2L Subclone	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	20	L114/81.3	03/23/17	CD	PVALB	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	21	L114/81.3	03/23/17	CD	PVALB	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	22	L114/81.4	03/23/17	CD	PVALB	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	23	L114/81.4	03/23/17	CD	PVALB	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	24	N452/81.1.1	11/04/15	TL	GABA AR Gamma 2L Subclone	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	25	N452/81.1.1	11/04/15	TL	GABA AR Gamma 2L Subclone	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	26	L114/81.5	03/23/17	CD	PVALB	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	27	L114/81.5	03/23/17	CD	PVALB	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	28	L114/81.6	03/23/17	CD	PVALB	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	29	L114/81.6	03/23/17	CD	PVALB	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	30	N452/81.1.2	11/04/15	TL	GABA AR Gamma 2L Subclone	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	31	N452/81.1.2	11/04/15	TL	GABA AR Gamma 2L Subclone	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	32	L114/13.6	03/23/17	CD	PVALB	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	33	L114/13.6	03/23/17	CD	PVALB	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	34	L118/103.1	03/23/17	CD	VGAT	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	35	L118/103.1	03/23/17	CD	VGAT	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	36	L107/90.6	?	?		Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	37	N452/81.1.3	11/04/15	TL	GABA AR Gamma 2L Subclone	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	38	L118/103.2	03/23/17	CD	VGAT	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	39	L118/103.2	03/23/17	CD	VGAT	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	40	L118/103.3	03/23/17	CD	VGAT	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	41	L118/103.3	03/23/17	CD	VGAT	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	42	N452/81.1.4	11/04/15	TL	GABA AR Gamma 2L Subclone	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	43	N452/81.1.4	11/04/15	TL	GABA AR Gamma 2L Subclone	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	44	L118/103.4	03/23/17	CD	VGAT	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	45	L118/103.4	03/23/17	CD	VGAT	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	46	L118/103.5	03/23/17	CD	VGAT	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	47	L118/103.5	03/23/17	CD	VGAT	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	48	N452/81.1.5	11/04/15	TL	GABA AR Gamma 2L Subclone	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	49	L118/66.2	03/23/17	CD	VGAT	Tubes fell out, box needs to be re-logged 7/14/23										
Empty	3	6	11	50					Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	51	N452/81.1.5	11/04/15	TL	GABA AR Gamma 2L Subclone	Tubes fell out, box needs to be re-logged 7/14/23										
Empty	3	6	11	52					Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	53	N471/27.3	03/27/17	CD	Kv1.7	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	54	N471/27.4	03/27/17	CD	Kv1.7	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	55	N471/27.5	03/27/17	CD	Kv1.7	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	56	N471/27.6	03/27/17	CD	Kv1.7	Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	57					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	58					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	59					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	60					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	61					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	62					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	63					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	64					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	65					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	66					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	67					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	68					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	69					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	70															
Empty/Unknown	3	6	11	71					Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	72	N490/19.2	05/13/19		TRPC6	Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	73					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	74					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	75					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	76					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	77					Tubes fell out, box needs to be re-logged 7/14/23										
Empty/Unknown	3	6	11	78					Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	79	N452/42.4	11/04/15	TL	GABA AR Gamma 2L Subclone	Tubes fell out, box needs to be re-logged 7/14/23										
Subclone	3	6	11	80	N452/42.4	11/04/15	TL	GABA AR Gamma 2L Subclone											
Subclone	3	6	11	81	N452/69.13	11/04/15	TL	GABA AR Gamma 2L Subclone											
Empty	3	6	11	82															
Empty	3	6	11	83															
Empty	3	6	11	84															
Empty	3	6	11	85															
Empty	3	6	11	86															
Empty	3	6	11	87															
Empty	3	6	11	88															
Empty	3	6	11	89						11									
Empty	3	6	11	90						11									
Empty	3	6	11	91						11									
Empty	3	6	11	92						11									
Empty	3	6	11	93						11									
Empty	3	6	11	94						11									
Empty	3	6	11	95						11									
Empty	3	6	11	96															
Empty	3	6	11	97															
Empty	3	6	11	98															
Empty	3	6	11	99															
Empty	3	6	11	100															
Subclone	3	6	11	1	N86/8.3.5.1	03/14/08	MZ	GFP											
Subclone	3	6	12	2	N86/8.3.5.1	03/14/08	MZ	GFP		11									
Subclone	3	6	12	3	N86/8.3.5.1	03/14/08	MZ	GFP		11									
Subclone	3	6	12	4	N86/8.3.5.1	03/14/08	MZ	GFP		11									
Subclone	3	6	12	5	N98/7.1	03/14/08	MZ	Neuroligin-6		11									
Subclone	3	6	12	6	N98/7.1	03/14/08	MZ	Neuroligin-6											
Subclone	3	6	12	7	N98/7.1	03/14/08	MZ	Neuroligin-6											
Subclone	3	6	12	8	N98/7.1	03/14/08	MZ	Neuroligin-6											
Subclone	3	6	12	9	N98/7.1	03/14/08	MZ	Neuroligin-6											
Subclone	3	6	12	10	N92/14.1	12/28/07	KK	FHF3											
Subclone	3	6	12	11	N92/14.1	12/28/07	KK	FHF3											
Subclone	3	6	12	12	N92/14.1	12/28/07	KK	FHF3											
Subclone	3	6	12	13	N92/14.1	12/28/07	KK	FHF3											
Subclone	3	6	12	14	N93/6.1	01/18/08	KK	GABA BR1											
Subclone	3	6	12	15	N483/126.3	07/12/18	MP	Rufy3											
Subclone	3	6	12	16	N483/126.3	07/12/18	MP	Rufy3											
Subclone	3	6	12	17	N93/6.2	01/18/08	KK	GABA BR1											
Subclone	3	6	12	18	N93/6.4	01/18/08	KK	GABA BR1											
Subclone	3	6	12	19	N483/126.4	07/12/18	MP	Rufy3											
Subclone	3	6	12	20	N93/6.5	01/18/08	KK	GABA BR1											
Subclone	3	6	12	21	N483/126.4	07/12/18	MP	Rufy3											
Subclone	3	6	12	22	N481/33.2	03/29/08		BIN1											
Subclone	3	6	12	23	N481/33.2	03/29/08		BIN1											
Subclone	3	6	12	24	N481/33.2	03/29/08		BIN1											
Subclone	3	6	12	25	N481/33.3	03/29/08		BIN1											
Subclone	3	6	12	26	N481/33.3	03/29/08		BIN1											
Subclone	3	6	12	27	N481/33.3	03/29/08		BIN1											
Subclone	3	6	12	28	N481/33.5	03/29/08		BIN1											
Subclone	3	6	12	29	N481/33.5	03/29/08		BIN1											
Subclone	3	6	12	30	N481/33.5	03/29/08		BIN1											
Subclone	3	6	12	31	N483/60.1	07/13/18	AGM	Rufy3											
Subclone	3	6	12	32	N481/39.1	03/29/08		BIN1											
Subclone	3	6	12	33	N481/39.1	03/29/08		BIN1											
Subclone	3	6	12	34	N483/60.1	07/13/18	AGM	Rufy3											
Subclone	3	6	12	35	N481/42.1	03/29/08		BIN1											
Subclone	3	6	12	36	N481/42.1	03/29/08		BIN1											
Subclone	3	6	12	37	N481/42.2	03/29/08		BIN1											
Subclone	3	6	12	38	N481/42.2	03/29/08		BIN1											
Subclone	3	6	12	39	N481/85.2	03/29/08		BIN1											
Subclone	3	6	12	40	N481/85.2	03/29/08		BIN1											
Subclone	3	6	12	41	N98/7.1	03/13/08	MZ	Neuroligin 6											
Subclone	3	6	12	42	N98/7.1	03/13/08	MZ	Neuroligin 6											
Subclone	3	6	12	43	N98/7.1	03/13/08	MZ	Neuroligin 6											
Subclone	3	6	12	44	N98/7.2	03/13/08	MZ	Neuroligin 6											
Subclone	3	6	12	45	N98/7.2	03/13/08	MZ	Neuroligin 6											
Subclone	3	6	12	46	N98/7.2	03/13/08	MZ	Neuroligin 6											
Subclone	3	6	12	47	N98/7.3	03/13/08	MZ	Neuroligin 6											
Parent	3	6	12	48	N055/001	2/27/08	MZ												
Parent	3	6	12	49	N055/001	2/27/08	MZ	CAV3.2		2									
Parent	3	6	12	50	N055/002	2/27/08	MZ	CAV3.2		2									
Parent	3	6	12	51	N055/002	2/27/08	MZ	CAV3.2		2									
Parent	3	6	12	52	N055/007	2/27/08	MZ	CAV3.2		2									
Parent	3	6	12	53	N055/007	2/27/08	MZ	CAV3.2		2									
Parent	3	6	12	54	N055/021	2/27/08	MZ	CAV3.2		2									
Parent	3	6	12	55	N055/021	2/27/08	MZ	CAV3.2		2									
Parent	3	6	12	56	N055/022	2/27/08	MZ	CAV3.2		2									
Parent	3	6	12	57	N055/022	2/27/08	MZ	CAV3.2		2									
Parent	3	6	12	58	N055/024	2/27/08	MZ	CAV3.2		2									
Parent	3	6	12	59	N055/024	2/27/08	MZ	CAV3.2		2									
Parent	3	6	12	60	N055/026	2/27/08	MZ	CAV3.2		2									
Parent	3	6	12	61	N055/026	2/27/08	MZ	CAV3.2		2									
Parent	3	6	12	62	N055/037	2/27/08	MZ	CAV3.2		2									
Parent	3	6	12	63	N055/037	2/27/08	MZ	CAV3.2		2									
Parent	3	6	12	64	N055/005	2/28/08	MZ	CAV3.2		2									
Parent	3	6	12	65	N055/005	2/28/08	MZ	CAV3.2		2									
Parent	3	6	12	66	N055/030	2/28/08	MZ	CAV3.2		2									
Parent	3	6	12	67	N055/030	2/28/08	MZ	CAV3.2		2									
Parent	3	6	12	68	N055/035	2/28/08	MZ	CAV3.2		2									
Parent	3	6	12	69	N055/035	2/28/08	MZ	CAV3.2		2									
Subclone	3	6	12	70	N98/7.3	03/13/08	MZ	Neuroligin 6		2									
Subclone	3	6	12	71	N98/7.4	03/13/08	MZ	Neuroligin 6											
Subclone	3	6	12	72	N98/7.4	03/13/08	MZ	Neuroligin 6											
Subclone	3	6	12	73	N98/7.5	03/13/08	MZ	Neuroligin 6											
Subclone	3	6	12	74	N98/7.5	03/13/08	MZ	Neuroligin 6											
Subclone	3	6	12	75	N98/47.2	03/13/08	MZ	Neuroligin 6											
Subclone	3	6	12	76	N98/47.2	03/13/08	MZ	Neuroligin 6											
Subclone	3	6	12	77	N98/47.3  NEGATIVE!!  ON IF	03/13/08	MZ	Neuroligin 6											
Subclone	3	6	12	78	N98/47.3  NEGATIVE!!  ON IF	03/13/08	MZ	Neuroligin 6											
Subclone	3	6	12	79	N98/47.4	03/13/08	MZ	Neuroligin 6											
Subclone	3	6	12	80	N98/47.4	03/13/08	MZ	Neuroligin 6											
Subclone	3	6	12	81	N98/47.5	03/13/08	MZ	Neuroligin-6											
Subclone	3	6	12	82	N98/47.5	03/13/08	MZ	Neuroligin-6											
Subclone	3	6	12	83	N86/8.3.5.1	03/14/08	MZ	GFP											
Subclone	3	6	12	84	N86/8.3.5.1	03/14/08	MZ	GFP											
Subclone	3	6	12	85	N86/8.3.5.1	03/14/08	MZ	GFP											
Subclone	3	6	12	86	N86/8.3.5.1	03/14/08	MZ	GFP											
Subclone	3	6	12	87	N86/8.3.5.1	03/14/08	MZ	GFP											
Subclone	3	6	12	88	N86/8.3.5.1	03/14/08	MZ	GFP											
Subclone	3	6	12	89	N86/8.3.5.1	03/14/08	MZ	GFP											
Subclone	3	6	12	90	N64A/13.5	10/3/2007	KK												
Parent	3	6	12	91	N055/011	02/11/08	MZ	CAV3.2											
Parent	3	6	12	92	N055/33	02/11/08	MZ	CAV3.2											
Parent	3	6	12	93	N055/011	02/11/08	MZ	CAV3.2											
Parent	3	6	12	94	N055/014	02/11/08	MZ	CAV3.2											
Parent	3	6	12	95	N055/014	02/11/08	MZ	CAV3.2											
Parent	3	6	12	96	N055/018	02/11/08	MZ	CAV3.2											
Parent	3	6	12	97	N055/036	02/11/08	MZ	CAV3.2											
Parent	3	6	12	98	N055/039	02/11/08	MZ	CAV3.2											
Parent	3	6	12	99	N055/039	02/11/08	MZ	CAV3.2											
Parent	3	6	12	100	N055/040	02/11/08	MZ	CAV3.2											
Subclone	3	7	1	1	N293/75.6.1	09/07/10	ADM	H3 Arg8 s											
Subclone	3	7	1	2	N293/75.6.1	09/07/10	ADM	H3 Arg8 s											
Subclone	3	7	1	3	N293/75.6.2	09/07/10	ADM	H3 Arg8 s											
Subclone	3	7	1	4	N293/75.6.2	09/07/10	ADM	H3 Arg8 s											
Subclone	3	7	1	5	N293/75.6.3	09/07/10	ADM	H3 Arg8 s											
Subclone	3	7	1	6	N293/75.6.3	09/07/10	ADM	H3 Arg8 s											
Subclone	3	7	1	7	N293/75.6.4	09/07/10	ADM	H3 Arg8 s											
Subclone	3	7	1	8	N293/75.6.4	09/07/10	ADM	H3 Arg8 s											
Subclone	3	7	1	9	N293/75.6.5	09/07/10	ADM	H3 Arg8 s											
Subclone	3	7	1	10	N293/75.6.4	09/13/10	ADM	H3 Arg8 s											
Subclone	3	7	1	11	N293/75.6.4	09/13/10	ADM	H3 Arg8 s											
Immortality	3	7	1	12	N293/75.6.4	09/13/10	ADM	H3 Arg8 s											
Immortality	3	7	1	13	N456/92.1	02/09/16	TL	Proser1											
Immortality	3	7	1	14	N456/92.1	02/09/16	TL	Proser1											
Immortality	3	7	1	15	N456/92.1	02/09/16	TL	Proser1											
Immortality	3	7	1	16	N456/92.1	02/09/16	TL	Proser1											
Immortality	3	7	1	17	N456/92.1	02/09/16	TL	Proser1											
Immortality	3	7	1	18	N456/92.1	02/09/16	TL	Proser1											
Immortality	3	7	1	19	N456/92.1	02/09/16	TL	Proser1											
Immortality	3	7	1	20	N456/92.1	02/09/16	TL	Proser1											
Subclone	3	7	1	21	N293/75.6.4	09/13/10	ADM	H3 Arg8 s											
Subclone	3	7	1	22	N293/75.6.4	09/13/10	ADM	H3 Arg8 s											
Subclone	3	7	1	23	N293/50.1.3	09/13/10	ADM	H3 Arg8 s											
Subclone	3	7	1	24	N293/50.1.3	09/13/10	ADM	H3 Arg8 s											
Subclone	3	7	1	25	N457/10.1	02/09/16	TL	TrkB											
Subclone	3	7	1	26	N457/39.1	02/09/16	TL	TrkB											
Subclone	3	7	1	27	N457/39.1	02/09/16	TL	TrkB											
Subclone	3	7	1	28	N457/39.2	02/09/16	TL	TrkB											
Subclone	3	7	1	29	N457/39.2	02/09/16	TL	TrkB											
Subclone	3	7	1	30	N457/39.2	02/09/16	TL	TrkB											
Subclone	3	7	1	31	N457/39.3	02/09/16	TL	TrkB											
Subclone	3	7	1	32	N457/39.3	02/09/16	TL	TrkB											
Subclone	3	7	1	33	N457/39.3	02/09/16	TL	TrkB											
Subclone	3	7	1	34	N457/39.4	02/09/16	TL	TrkB											
Subclone	3	7	1	35	N457/39.4	02/09/16	TL	TrkB											
Subclone	3	7	1	36	N458/10.4	02/09/16	TL	Kv6.4											
Subclone	3	7	1	37	N458/2.1	02/09/16	TL	Kv6.4											
Subclone	3	7	1	38	N458/2.2	02/09/16	TL	Kv6.4											
Subclone	3	7	1	39	N458/2.3	02/09/16	TL	Kv6.4											
Subclone	3	7	1	40	N458/42.1	02/09/16	TL	Kv6.4											
Subclone	3	7	1	41	N293/50.1.3	09/13/10	ADM	H3 Arg8 s											
Subclone	3	7	1	42	N293/50.1.3	09/13/10	ADM	H3 Arg8 s											
Subclone	3	7	1	43	N293/50.1.1	09/13/10	ADM	H3 Arg8 s											
Subclone	3	7	1	44	N458/2.1.2	tube says 2/22/16, frozen 2/25/16	TL	Kv6.4											
Subclone	3	7	1	45	N458/2.1.3	tube says 2/22/16, frozen 2/25/16	TL	Kv6.4											
Subclone	3	7	1	46	N458/2.1.4	tube says 2/22/16, frozen 2/25/16	TL	Kv6.4											
Subclone	3	7	1	47	N458/2.1.5	tube says 2/22/16, frozen 2/25/16	TL	Kv6.4											
Subclone	3	7	1	48	L120/91.8.1.2	Collybistin	LP	5/2/17											
Subclone	3	7	1	49	L120/91.8.1.2	Collybistin	LP	5/2/17											
Subclone	3	7	1	50	N293/50.1.2	09/13/10	ADM	H3 Arg8 s											
Subclone	3	7	1	51	N293/50.1.4	09/13/10	ADM	H3 Arg8 s											
Subclone	3	7	1	52	L120/91.8.1.3	Collybistin	LP	5/2/17											
Subclone	3	7	1	53	L120/91.8.1.3	Collybistin	LP	5/2/17											
Subclone	3	7	1	54	N206B/9.1.2	09/13/10	BMB	GFAP R416 WT specific											
Subclone	3	7	1	55	L120/91.8.1.5	Collybistin	LP	5/2/17											
Subclone	3	7	1	56	L120/91.8.1.5	Collybistin	LP	5/2/17											
Subclone	3	7	1	57	L118/45.1	05/02/17		VGAT											
Subclone	3	7	1	58	N206B/9.1.3	09/13/10	BMB	GFAP R416 WT specific											
Subclone	3	7	1	59	N206B/9.1.4	09/13/10	BMB	GFAP R416 WT specific											
Parent	3	7	1	60	L115/137	06/17/16	DB	hNPY											
Parent	3	7	1	61	L115/137	06/17/16	DB	hNPY											
Parent	3	7	1	62	L115/138	06/17/16	DB	hNPY											
Parent	3	7	1	63	L115/138	06/17/16	DB	hNPY											
Parent	3	7	1	64	L115/139	06/17/16	DB	hNPY											
Parent	3	7	1	65	L115/139	06/17/16	DB	hNPY											
Parent	3	7	1	66	L115/140	06/17/16	DB	hNPY											
Parent	3	7	1	67	L115/140	06/17/16	DB	hNPY											
Parent	3	7	1	68	L115/141	06/17/16	DB	hNPY											
Parent	3	7	1	69	L115/141	06/17/16	DB	hNPY											
Parent	3	7	1	70	L115/142	06/17/16	DB	hNPY	Error: Box filled to 96										
Parent	3	7	1	71	L115/142	06/17/16	DB	hNPY											
Parent	3	7	1	72	L115/143	06/17/16	DB	hNPY											
Parent	3	7	1	73	L115/143	06/17/16	DB	hNPY											
Parent	3	7	1	74	L115/144	06/17/16	DB	hNPY											
Parent	3	7	1	75	L115/144	06/17/16	DB	hNPY											
Subclone	3	7	1	76	N206B/9.1.5	09/13/10	BMB	GFAP R416 WT specific											
Subclone	3	7	1	77	N419/91.4	11/20/14	CD	Pan Nav1											
Subclone	3	7	1	78	N405/55.12.2	11/20/14	CD	NAvBetA1 sub											
Subclone	3	7	1	79	N405/55.12.3	11/20/14	CD	NAvBetA1 sub											
Subclone	3	7	1	80	N405/55.12.3	11/20/14	CD	NAvBetA1 sub											
