sample_name	trimmer_id	PlateName	Category	ShowOnWeb	ProteinTarget	ChangeDate	ChangeReason
P11_H8	L106/4.2.9.3	plate11	3	T	Gephyrin	20200605	
P11_H9	L106/4.2.9.4	plate11	3	T	Gephyrin	20200605	
P12_A1	positivecontrol1_N222/6.2.9	plate12		F		20200605	
P12_A10	K28/25.5	plate12	3	T	PSD-95	20200605	
P12_A11	K28/25.6	plate12	3	T	PSD-95	20200605	
P12_A12	K28/27.1	plate12	2	T	PSD-95	20200605	
P12_A2	N18/30.1	plate12	3	T	PSD-93/Chapsyn-110	20200605	
P12_A3	N18/30.2	plate12	3	T	PSD-93/Chapsyn-110	20200605	
P12_A4	N18/30.3	plate12	3	T	PSD-93/Chapsyn-110	20200605	
P12_A5	N18/30.4	plate12	3	T	PSD-93/Chapsyn-110	20200605	
P12_A6	N18/30.5	plate12	3	T	PSD-93/Chapsyn-110	20200605	
P12_A7	K28/25.1	plate12	2	T	PSD-95	20200605	
P12_A8	K28/25.2	plate12	3	T	PSD-95	20200605	
P12_A9	K28/25.3	plate12	3	T	PSD-95	20200605	
P12_B1	K28/42.3	plate12	3	T	PSD-95	20200605	
P12_B10	K28/38.2	plate12	2	T	PSD-95	20200605	
P12_B11	K28/38.5	plate12	3	T	PSD-95	20200605	
P12_B12	positivecontrol2	plate12		F		20200605	
P12_B2	K28/27.2	plate12	3	T	PSD-95	20200605	
P12_B3	K28/42.5	plate12	3	T	PSD-95	20200605	
P12_B4	K28/27.3	plate12	3	T	PSD-95	20200605	
P12_B5	K28/27.4	plate12	3	T	PSD-95	20200605	
P12_B6	K28/27.5	plate12	3	T	PSD-95	20200605	
P12_B7	K28/42.4	plate12	3	T	PSD-95	20200605	
P12_B8	K28/27.6	plate12	3	T	PSD-95	20200605	
P12_B9	K28/42.6	plate12	3	T	PSD-95	20200605	
P12_C1	K28/38.4	plate12	3	T	PSD-95	20200605	
P12_C10	K28/58.4.5	plate12	3	T	PSD-95	20200605	
P12_C11	K28/58.8	plate12	3	T	PSD-95	20200605	
P12_C12	K28/58.8.1	plate12	3	T	PSD-95	20200605	
P12_C2	K28/38.6	plate12	3	T	PSD-95	20200605	
P12_C3	K28/42.1	plate12	2	T	PSD-95	20200605	
P12_C4	K28/42.2	plate12	3	T	PSD-95	20200605	
P12_C5	K28/58.4	plate12	2	T	PSD-95	20200605	
P12_C6	K28/58.4.1	plate12	3	T	PSD-95	20200605	
P12_C7	K28/58.4.2	plate12	3	T	PSD-95	20200605	
P12_C8	K28/58.4.3	plate12	3	T	PSD-95	20200605	
P12_C9	K28/58.4.4	plate12	3	T	PSD-95	20200605	
P12_D1	K28/58.8.2	plate12	3	T	PSD-95	20200605	
P12_D10	K28/43.3	plate12	3	T	PSD-95	20200605	
P12_D11	K28/43.4	plate12	3	T	PSD-95	20200605	
P12_D12	K28/43.5	plate12	3	T	PSD-95	20200605	
P12_D2	K28/58.8.3	plate12	3	T	PSD-95	20200605	
P12_D3	K28/58.8.4	plate12	3	T	PSD-95	20200605	
P12_D4	K28/86.1	plate12	3	T	Pan-MAGUK	20200605	
P12_D5	K28/86.3	plate12	3	T	Pan-MAGUK	20200605	
P12_D6	K28/86.4	plate12	3	T	Pan-MAGUK	20200605	
P12_D7	K28/86.5	plate12	3	T	Pan-MAGUK	20200605	
P12_D8	K28/58.8.5	plate12	3	T	PSD-95	20200605	
P12_D9	K28/43.1	plate12	3	T	PSD-95	20200605	
P12_E1	K28/43.6	plate12	3	T	PSD-95	20200605	
P12_E10	K28/74.4	plate12	3	T	PSD-95	20200605	
P12_E11	K28/74.5	plate12	3	T	PSD-95	20200605	
P12_E12	K28/37.1	plate12	2	T	PSD-95	20200605	
P12_E2	K28/94.1	plate12	2	T	PSD-95	20200605	
P12_E3	K28/94.2	plate12	3	T	PSD-95	20200605	
P12_E4	K28/94.3	plate12	3	T	PSD-95	20200605	
P12_E5	K28/94.4	plate12	3	T	PSD-95	20200605	
P12_E6	K28/94.5	plate12	3	T	PSD-95	20200605	
P12_E7	K28/37.3	plate12	3	T	PSD-95	20200605	
P12_E8	K28/37.4	plate12	3	T	PSD-95	20200605	
P12_E9	K28/37.5	plate12	3	T	PSD-95	20200605	
P12_F1	K28/37.2	plate12	3	T	PSD-95	20200605	
P12_F10	K28/74.2	plate12	3	T	PSD-95	20200605	
P12_F11	N46/23.4	plate12	3	T	ADAM22	20200605	
P12_F12	N46/23.5	plate12	3	T	ADAM22	20200605	
P12_F2	K28/77.3	plate12	3	T	PSD-95	20200605	
P12_F3	K28/77.4	plate12	3	T	PSD-95	20200605	
P12_F4	K28/91.4	plate12	3	T	PSD-95	20200605	
P12_F5	K28/91.5	plate12	3	T	PSD-95	20200605	
P12_F6	K28/77.1	plate12	2	T	PSD-95	20200605	
P12_F7	K28/77.2	plate12	3	T	PSD-95	20200605	
P12_F8	K28/91.1	plate12	2	T	PSD-95	20200605	
P12_F9	K28/91.2	plate12	3	T	PSD-95	20200605	
P12_G1	N46/30.2	plate12	3	T	ADAM22	20200605	
P12_G10	N57/7.2	plate12	3	T	ADAM22	20200605	
P12_G11	N57/7.3	plate12	3	T	ADAM22	20200605	
P12_G12	N57/46.1	plate12	2	T	ADAM22	20200605	
P12_G2	N46/30.3	plate12	3	T	ADAM22	20200605	
P12_G3	N46/30.4	plate12	3	T	ADAM22	20200605	
P12_G4	N46/30.5	plate12	3	T	ADAM22	20200605	
P12_G5	N57/2.1	plate12	3	T	ADAM22	20200605	
P12_G6	N57/2.2	plate12	3	T	ADAM22	20200605	
P12_G7	N57/2.3	plate12	3	T	ADAM22	20200605	
P12_G8	N57/2.5	plate12	3	T	ADAM22	20200605	
P12_G9	N57/7.1	plate12	2	T	ADAM22	20200605	
P12_H1	N57/46.2	plate12	3	T	ADAM22	20200605	
P12_H10	K56A/95.1	plate12	2	T	CASK	20200605	
P12_H11	negativecontrol	plate12		F		20200605	
P12_H12	negativecontrol	plate12		F		20200605	
P12_H2	N57/46.3	plate12	3	T	ADAM22	20200605	
P12_H3	N57/46.4	plate12	3	T	ADAM22	20200605	
P12_H4	N57/46.5	plate12	3	T	ADAM22	20200605	
P12_H5	N57/22.1	plate12	2	T	ADAM22	20200605	
P12_H6	N57/22.2	plate12	3	T	ADAM22	20200605	
P12_H7	N57/22.3	plate12	3	T	ADAM22	20200605	
P12_H8	N57/22.4	plate12	3	T	ADAM22	20200605	
P12_H9	N57/22.5	plate12	3	T	ADAM22	20200605	
P13_A1	positivecontrol1_N222/6.2.9	plate13		F		20200605	
P13_A10	L118/118.5	plate13	3	T	VGAT	20200605	
P13_A11	L118/14.2	plate13	3	T	VGAT	20200605	
P13_A12	L118/14.3	plate13	3	T	VGAT	20200605	
P13_A2	K56A/95.6	plate13	3	T	CASK	20200605	
P13_A3	K56A/57.1	plate13	2	T	CASK	20200605	
P13_A4	L109/43.1.2	plate13	3	T	Calbindin	20200605	
P13_A5	L109/43.1.5	plate13	3	T	Calbindin	20200605	
P13_A6	L118/118.1	plate13	2	T	VGAT	20200605	
P13_A7	L118/118.2	plate13	3	T	VGAT	20200605	
P13_A8	L118/118.3	plate13	3	T	VGAT	20200605	
P13_A9	L118/118.4	plate13	3	T	VGAT	20200605	
P13_B1	L118/14.4	plate13	3	T	VGAT	20200605	
P13_B10	L118/80.2	plate13	3	T	VGAT	20200605	
P13_B11	L118/80.3	plate13	3	T	VGAT	20200605	
P13_B12	L118/14.1.1	plate13	3	T	VGAT	20200605	
P13_B2	L118/135.1	plate13	2	T	VGAT	20200605	
P13_B3	L118/135.2	plate13	3	T	VGAT	20200605	
P13_B4	L118/135.4	plate13	3	T	VGAT	20200605	
P13_B5	L118/135.5	plate13	3	T	VGAT	20200605	
P13_B6	L118/14.1	plate13	2	T	VGAT	20200605	
P13_B7	L118/135.3	plate13	3	T	VGAT	20200605	
P13_B8	L118/65.3	plate13	2	T	VGAT	20200605	
P13_B9	L118/80.1	plate13	3	T	VGAT	20200605	
P13_C1	positivecontrol2	plate13		F		20200605	
P13_C10	N450/79.3	plate13	3	T	BDNF	20200605	
P13_C11	N450/79.4	plate13	3	T	BDNF	20200605	
P13_C12	N450/79.5	plate13	3	T	BDNF	20200605	
P13_C2	L118/14.1.4	plate13	3	T	VGAT	20200605	
P13_C3	N450/50.1	plate13	2	T	BDNF	20200605	
P13_C4	N450/50.3	plate13	3	T	BDNF	20200605	
P13_C5	N450/53.2	plate13	3	T	BDNF	20200605	
P13_C6	N450/53.3	plate13	3	T	BDNF	20200605	
P13_C7	N450/53.4	plate13	3	T	BDNF	20200605	
P13_C8	N450/79.1	plate13	2	T	BDNF	20200605	
P13_C9	N450/79.2	plate13	3	T	BDNF	20200605	
P13_D1	N450/50.2	plate13	3	T	BDNF	20200605	
P13_D10	L118/45.1	plate13	2	T	VGAT	20200605	
P13_D11	L109/75.1.3	plate13	3	T	Calbindin	20200605	
P13_D12	L109/75.1.4	plate13	3	T	Calbindin	20200605	
P13_D2	L109/43.1	plate13	2	T	Calbindin	20200605	
P13_D3	L109/43.2	plate13	3	T	Calbindin	20200605	
P13_D4	L109/43.3	plate13	3	T	Calbindin	20200605	
P13_D5	L109/49.1	plate13	2	T	Calbindin	20200605	
P13_D6	L109/49.2	plate13	3	T	Calbindin	20200605	
P13_D7	L109/43.1.1	plate13	3	T	Calbindin	20200605	
P13_D8	L109/43.1.3	plate13	3	T	Calbindin	20200605	
P13_D9	L109/43.1.4	plate13	3	T	Calbindin	20200605	
P13_E1	L109/75.1.1	plate13	3	T	Calbindin	20200605	
P13_E10	L109/57.3	plate13	3	T	Calbindin	20200605	
P13_E11	L109/57.4	plate13	3	T	Calbindin	20200605	
P13_E12	L109/57.5	plate13	3	T	Calbindin	20200605	
P13_E2	L109/75.1.2	plate13	3	T	Calbindin	20200605	
P13_E3	L109/75.1.5	plate13	3	T	Calbindin	20200605	
P13_E4	L109/27.1	plate13	2	T	Calbindin	20200605	
P13_E5	L109/27.3	plate13	3	T	Calbindin	20200605	
P13_E6	L109/28.1	plate13	2	T	Calbindin	20200605	
P13_E7	L109/28.3	plate13	3	T	Calbindin	20200605	
P13_E8	L109/39.4	plate13	3	T	Calbindin	20200605	
P13_E9	L109/57.2	plate13	3	T	Calbindin	20200605	
P13_F1	L109/62.1	plate13	3	T	Calbindin	20200605	
P13_F10	L118/45.3	plate13	3	T	VGAT	20200605	
P13_F11	N416/12.1	plate13	2	T	GluN3A/NR3A glutamate receptor	20200605	
P13_F12	N416/40.1	plate13	3	T	GluN3A/NR3A glutamate receptor	20200605	
P13_F2	L109/62.2	plate13	3	T	Calbindin	20200605	
P13_F3	L109/62.3	plate13	3	T	Calbindin	20200605	
P13_F4	L109/62.4	plate13	3	T	Calbindin	20200605	
P13_F5	L109/62.5	plate13	3	T	Calbindin	20200605	
P13_F6	N416/40.1.2	plate13	3	T	GluN3A/NR3A glutamate receptor	20200605	
P13_F7	N416/40.1.3	plate13	3	T	GluN3A/NR3A glutamate receptor	20200605	
P13_F8	L109/87.1	plate13	2	T	Calbindin	20200605	
P13_F9	L118/45.2	plate13	3	T	VGAT	20200605	
P13_G1	N416/40.2	plate13	3	T	GluN3A/NR3A glutamate receptor	20200605	
P13_G10	L109/27.2	plate13	3	T	Calbindin	20200605	
P13_G11	L109/27.4	plate13	3	T	Calbindin	20200605	
P13_G12	L109/39.3	plate13	3	T	Calbindin	20200605	
P13_G2	N450/84.1	plate13	2	T	BDNF	20200605	
P13_G3	L118/14.1.2	plate13	3	T	VGAT	20200605	
P13_G4	L118/14.1.3	plate13	3	T	VGAT	20200605	
P13_G5	L118/14.1.5	plate13	3	T	VGAT	20200605	
P13_G6	L118/80.2.1	plate13	3	T	VGAT	20200605	
P13_G7	L118/80.2.3	plate13	3	T	VGAT	20200605	
P13_G8	L118/80.2.4	plate13	3	T	VGAT	20200605	
P13_G9	L118/80.2.5	plate13	3	T	VGAT	20200605	
P13_H1	L109/39.5	plate13	3	T	Calbindin	20200605	
P13_H10	L118/103.2	plate13	3	T	VGAT	20200605	
P13_H11	negativecontrol1	plate13		F		20200605	
P13_H12	negativecontrol2	plate13		F		20200605	
P13_H2	L109/75.1	plate13	2	T	Calbindin	20200605	
P13_H3	L109/75.2	plate13	3	T	Calbindin	20200605	
P13_H4	L118/36.3	plate13	2	T	VGAT	20200605	
P13_H5	L118/36.4	plate13	3	T	VGAT	20200605	
P13_H6	L118/66.3	plate13	3	T	VGAT	20200605	
P13_H7	L118/36.5	plate13	3	T	VGAT	20200605	
P13_H8	L118/66.5	plate13	3	T	VGAT	20200605	
P13_H9	L118/103.1	plate13	2	T	VGAT	20200605	
P14_A1	positivecontrol1_N222/6.2.9	plate14		F		20200605	
P14_A10	L122/144.3	plate14	3	T	Calretinin	20200605	
P14_A11	L122/144.5	plate14	3	T	Calretinin	20200605	
P14_A12	L122/144.7	plate14	3	T	Calretinin	20200605	
P14_A2	L118/103.3	plate14	3	T	VGAT	20200605	
P14_A3	L118/103.4	plate14	3	T	VGAT	20200605	
P14_A4	L120/91.8.2	plate14	3	T	Collybistin	20200605	
P14_A5	L113/27.1	plate14	3	T	Homer1	20200605	
P14_A6	L113/130.1	plate14	3	T	Homer1	20200605	
P14_A7	L113/130.3	plate14	3	T	Homer1	20200605	
P14_A8	L122/6.1	plate14	3	T	Calretinin	20200605	
P14_A9	L122/144.1	plate14	3	T	Calretinin	20200605	
P14_B1	L120/91.8.1.2	plate14	3	T	Collybistin	20200605	
P14_B10	L122/144.6	plate14	3	T	Calretinin	20200605	
P14_B11	L122/144.10	plate14	3	T	Calretinin	20200605	
P14_B12	L120/91.8.1.4	plate14	3	T	Collybistin	20200605	
P14_B2	L120/91.8.1.3	plate14	3	T	Collybistin	20200605	
P14_B3	L120/91.8.1.5	plate14	3	T	Collybistin	20200605	
P14_B4	L113/27.3	plate14	3	T	Homer1	20200605	
P14_B5	L122/6.3	plate14	3	T	Calretinin	20200605	
P14_B6	L122/6.4	plate14	3	T	Calretinin	20200605	
P14_B7	L122/6.5	plate14	3	T	Calretinin	20200605	
P14_B8	L122/68.3	plate14	3	T	Calretinin	20200605	
P14_B9	L122/144.2	plate14	3	T	Calretinin	20200605	
P14_C1	N416/57.1	plate14	2	T	GluN3A/NR3A glutamate receptor	20200605	
P14_C10	N416/57.2.3	plate14	3	T	GluN3A/NR3A glutamate receptor	20200605	
P14_C11	L120/91.8.1	plate14	3	T	Collybistin	20200605	
P14_C12	L120/12.2	plate14	3	T	Collybistin	20200605	
P14_C2	positivecontrol2	plate14		F		20200605	
P14_C3	N416/57.2	plate14	3	T	GluN3A/NR3A glutamate receptor	20200605	
P14_C4	N416/57.3	plate14	3	T	GluN3A/NR3A glutamate receptor	20200605	
P14_C5	N416/57.4	plate14	3	T	GluN3A/NR3A glutamate receptor	20200605	
P14_C6	L113/130.2	plate14	3	T	Homer1	20200605	
P14_C7	L113/130.4	plate14	3	T	Homer1	20200605	
P14_C8	N416/57.2.1	plate14	3	T	GluN3A/NR3A glutamate receptor	20200605	
P14_C9	N416/57.2.2	plate14	3	T	GluN3A/NR3A glutamate receptor	20200605	
P14_D1	L120/72.1	plate14	2	T	Collybistin	20200605	
P14_D10	L120/91.4	plate14	3	T	Collybistin	20200605	
P14_D11	L120/91.5	plate14	3	T	Collybistin	20200605	
P14_D12	L120/72.2	plate14	3	T	Collybistin	20200605	
P14_D2	L120/72.3	plate14	3	T	Collybistin	20200605	
P14_D3	L120/72.4	plate14	3	T	Collybistin	20200605	
P14_D4	L120/72.5	plate14	3	T	Collybistin	20200605	
P14_D5	L120/90.3	plate14	2	T	Collybistin	20200605	
P14_D6	L120/90.4	plate14	3	T	Collybistin	20200605	
P14_D7	L120/90.5	plate14	3	T	Collybistin	20200605	
P14_D8	L120/9.1	plate14	2	T	Collybistin	20200605	
P14_D9	L120/91.2	plate14	2	T	Collybistin	20200605	
P14_E1	L120/9.5	plate14	3	T	Collybistin	20200605	
P14_E10	L120/91.12	plate14	3	T	Collybistin	20200605	
P14_E11	L120/91.13	plate14	3	T	Collybistin	20200605	
P14_E12	L120/91.14	plate14	3	T	Collybistin	20200605	
P14_E2	L120/9.3	plate14	3	T	Collybistin	20200605	
P14_E3	L120/9.4	plate14	3	T	Collybistin	20200605	
P14_E4	L120/91.6	plate14	3	T	Collybistin	20200605	
P14_E5	L120/91.7	plate14	3	T	Collybistin	20200605	
P14_E6	L120/91.8	plate14	3	T	Collybistin	20200605	
P14_E7	L120/91.9	plate14	3	T	Collybistin	20200605	
P14_E8	L120/91.10	plate14	3	T	Collybistin	20200605	
P14_E9	L120/91.11	plate14	3	T	Collybistin	20200605	
P14_F1	L120/86.1	plate14	2	T	Collybistin	20200605	
P14_F10	L122/68.1	plate14	3	T	Calretinin	20200605	
P14_F11	L122/68.2	plate14	3	T	Calretinin	20200605	
P14_F12	L122/68.4	plate14	3	T	Calretinin	20200605	
P14_F2	L120/86.2	plate14	3	T	Collybistin	20200605	
P14_F3	L120/86.3	plate14	3	T	Collybistin	20200605	
P14_F4	L120/86.4	plate14	3	T	Collybistin	20200605	
P14_F5	L120/86.5	plate14	3	T	Collybistin	20200605	
P14_F6	L120/30.2	plate14	3	T	Collybistin	20200605	
P14_F7	L120/30.3	plate14	3	T	Collybistin	20200605	
P14_F8	L120/30.5	plate14	3	T	Collybistin	20200605	
P14_F9	L122/4.2	plate14	2	T	Calretinin	20200605	
P14_G1	L122/68.5	plate14	3	T	Calretinin	20200605	
P14_G10	L113/13.2	plate14	3	T	Homer1	20200605	
P14_G11	L113/13.3	plate14	3	T	Homer1	20200605	
P14_G12	L113/13.4	plate14	3	T	Homer1	20200605	
P14_G2	L122/4.4	plate14	3	T	Calretinin	20200605	
P14_G3	L122/144.4	plate14	3	T	Calretinin	20200605	
P14_G4	L122/144.8	plate14	3	T	Calretinin	20200605	
P14_G5	L122/4.3	plate14	3	T	Calretinin	20200605	
P14_G6	L122/68.1.1	plate14	3	T	Calretinin	20200605	
P14_G7	L122/68.1.2	plate14	3	T	Calretinin	20200605	
P14_G8	L122/68.1.4	plate14	3	T	Calretinin	20200605	
P14_G9	L113/13.1	plate14	3	T	Homer1	20200605	
P14_H1	L113/26.1	plate14	2	T	Homer1	20200605	
P14_H10	N97A/22.2	plate14	3	T	Neuroligin-1	20200605	
P14_H11	negativecontrol	plate14		F		20200605	
P14_H12	negativecontrol	plate14		F		20200605	
P14_H2	L113/26.3	plate14	3	T	Homer1	20200605	
P14_H3	L113/26.4	plate14	3	T	Homer1	20200605	
P14_H4	L113/26.5	plate14	3	T	Homer1	20200605	
P14_H5	L113/101.1	plate14	2	T	Homer1	20200605	
P14_H6	L113/101.2	plate14	3	T	Homer1	20200605	
P14_H7	L113/26.2	plate14	3	T	Homer1	20200605	
P14_H8	N97A/23.1	plate14	2	T	Neuroligin-1	20200605	
P14_H9	N97A/22.1	plate14	2	T	Neuroligin-1	20200605	
P15_A1	positivecontrol1_N222/6.2.9	plate15		F		20200605	
P15_A10	L117/65.1	plate15	2	T	IRSp53/BAIAP2	20200605	
P15_A11	L113/62.1	plate15	2	T	Homer1	20200605	
P15_A12	L113/62.2	plate15	3	T	Homer1	20200605	
P15_A2	L107/95.1	plate15	2	T	Neuroligin-2	20200605	
P15_A3	L107/95.2	plate15	3	T	Neuroligin-2	20200605	
P15_A4	L107/95.3	plate15	3	T	Neuroligin-2	20200605	
P15_A5	L107/95.4	plate15	3	T	Neuroligin-2	20200605	
P15_A6	L107/95.5	plate15	3	T	Neuroligin-2	20200605	
P15_A7	L117/52.4	plate15	3	T	IRSp53/BAIAP2	20200605	
P15_A8	L117/52.5	plate15	3	T	IRSp53/BAIAP2	20200605	
P15_A9	L117/1.1	plate15	3	T	IRSp53/BAIAP2	20200605	
P15_B1	L107/90.4.7	plate15	3	T	Neuroligin-2	20200605	
P15_B10	L113/29.3	plate15	3	T	Homer1	20200605	
P15_B11	L113/62.3	plate15	3	T	Homer1	20200605	
P15_B12	L117/1.2	plate15	3	T	IRSp53/BAIAP2	20200605	
P15_B2	L107/90.4.8	plate15	3	T	Neuroligin-2	20200605	
P15_B3	L107/90.4.15	plate15	3	T	Neuroligin-2	20200605	
P15_B4	L107/90.4.16	plate15	3	T	Neuroligin-2	20200605	
P15_B5	L107/90.4.18	plate15	3	T	Neuroligin-2	20200605	
P15_B6	L113/28.2	plate15	3	T	Homer1	20200605	
P15_B7	L113/28.4	plate15	3	T	Homer1	20200605	
P15_B8	L113/28.5	plate15	3	T	Homer1	20200605	
P15_B9	L113/29.5	plate15	3	T	Homer1	20200605	
P15_C1	L117/52.1	plate15	2	T	IRSp53/BAIAP2	20200605	
P15_C10	N97A/31.4	plate15	3	T	Neuroligin-1	20200605	
P15_C11	N97A/31.5	plate15	3	T	Neuroligin-1	20200605	
P15_C12	N97A/32.1	plate15	2	T	Neuroligin-1	20200605	
P15_C2	L117/52.2	plate15	3	T	IRSp53/BAIAP2	20200605	
P15_C3	positivecontrol2	plate15		F		20200605	
P15_C4	L117/52.3	plate15	3	T	IRSp53/BAIAP2	20200605	
P15_C5	N97A/30.1	plate15	2	T	Neuroligin-1	20200605	
P15_C6	N97A/30.3	plate15	3	T	Neuroligin-1	20200605	
P15_C7	N97A/30.4	plate15	3	T	Neuroligin-1	20200605	
P15_C8	N97A/31.2	plate15	3	T	Neuroligin-1	20200605	
P15_C9	N97A/31.3	plate15	3	T	Neuroligin-1	20200605	
P15_D1	N97A/32.2	plate15	3	T	Neuroligin-1	20200605	
P15_D10	L107/39.3	plate15	3	T	Neuroligin-2	20200605	
P15_D11	L107/39.4	plate15	3	T	Neuroligin-2	20200605	
P15_D12	L107/39.5	plate15	3	T	Neuroligin-2	20200605	
P15_D2	N97A/32.3	plate15	3	T	Neuroligin-1	20200605	
P15_D3	N97A/32.4	plate15	3	T	Neuroligin-1	20200605	
P15_D4	N97A/32.5	plate15	3	T	Neuroligin-1	20200605	
P15_D5	L107/24.4	plate15	3	T	Neuroligin-2	20200605	
P15_D6	L107/24.1	plate15	2	T	Neuroligin-2	20200605	
P15_D7	L107/24.2	plate15	3	T	Neuroligin-2	20200605	
P15_D8	L107/24.3	plate15	3	T	Neuroligin-2	20200605	
P15_D9	L107/39.1	plate15	3	T	Neuroligin-2	20200605	
P15_E1	L107/89.1	plate15	2	T	Neuroligin-2	20200605	
P15_E10	L113/80.1	plate15	2	T	Homer1	20200605	
P15_E11	L113/80.2	plate15	3	T	Homer1	20200605	
P15_E12	L107/50.1.1	plate15	3	T	Neuroligin-2	20200605	
P15_E2	L107/89.2	plate15	3	T	Neuroligin-2	20200605	
P15_E3	L107/89.1.1	plate15	3	T	Neuroligin-2	20200605	
P15_E4	L107/89.1.2	plate15	3	T	Neuroligin-2	20200605	
P15_E5	L107/24.1.1	plate15	3	T	Neuroligin-2	20200605	
P15_E6	L113/28.1	plate15	2	T	Homer1	20200605	
P15_E7	L113/28.3	plate15	3	T	Homer1	20200605	
P15_E8	L113/29.1	plate15	2	T	Homer1	20200605	
P15_E9	L113/29.2	plate15	3	T	Homer1	20200605	
P15_F1	L107/50.1.2	plate15	3	T	Neuroligin-2	20200605	
P15_F10	L117/52.2.4.4	plate15	3	T	IRSp53/BAIAP2	20200605	
P15_F11	L117/52.2.4.5	plate15	3	T	IRSp53/BAIAP2	20200605	
P15_F12	L117/52.2.1	plate15	3	T	IRSp53/BAIAP2	20200605	
P15_F2	L107/50.1.3	plate15	3	T	Neuroligin-2	20200605	
P15_F3	L107/56.4	plate15	3	T	Neuroligin-2	20200605	
P15_F4	L107/93.2	plate15	2	T	Neuroligin-2	20200605	
P15_F5	L107/93.3	plate15	3	T	Neuroligin-2	20200605	
P15_F6	L107/93.4	plate15	3	T	Neuroligin-2	20200605	
P15_F7	L107/93.5	plate15	3	T	Neuroligin-2	20200605	
P15_F8	L117/52.2.4.2	plate15	3	T	IRSp53/BAIAP2	20200605	
P15_F9	L117/52.2.4.3	plate15	3	T	IRSp53/BAIAP2	20200605	
P15_G1	L117/52.2.2	plate15	3	T	IRSp53/BAIAP2	20200605	
P15_G10	L113/44.3	plate15	3	T	Homer1	20200605	
P15_G11	L113/44.4	plate15	3	T	Homer1	20200605	
P15_G12	L113/44.5	plate15	3	T	Homer1	20200605	
P15_G2	L117/52.2.3	plate15	3	T	IRSp53/BAIAP2	20200605	
P15_G3	L117/52.2.4	plate15	3	T	IRSp53/BAIAP2	20200605	
P15_G4	L117/52.2.5	plate15	3	T	IRSp53/BAIAP2	20200605	
P15_G5	L117/141.1	plate15	2	T	IRSp53/BAIAP2	20200605	
P15_G6	L117/141.2	plate15	3	T	IRSp53/BAIAP2	20200605	
P15_G7	L117/141.3	plate15	3	T	IRSp53/BAIAP2	20200605	
P15_G8	L113/44.1	plate15	2	T	Homer1	20200605	
P15_G9	L113/44.2	plate15	3	T	Homer1	20200605	
P15_H1	L113/60.1	plate15	2	T	Homer1	20200605	
P15_H10	N97A/22.2	plate15	3	T	Neuroligin-1	20200605	
P15_H11	negativecontrol	plate15		F		20200605	
P15_H12	negativecontrol	plate15		F		20200605	
P15_H2	L113/60.2	plate15	3	T	Homer1	20200605	
P15_H3	L113/60.3	plate15	3	T	Homer1	20200605	
P15_H4	L113/60.4	plate15	3	T	Homer1	20200605	
P15_H5	L113/60.5	plate15	3	T	Homer1	20200605	
P15_H6	L113/60.6	plate15	3	T	Homer1	20200605	
P15_H7	L113/60.7	plate15	3	T	Homer1	20200605	
P15_H8	N97A/23.1	plate15	3	T	Neuroligin-1	20200605	
P15_H9	N97A/22.1	plate15	3	T	Neuroligin-1	20200605	
P16_A1	positivecontrol1_N91/27.1	plate16		F		20200605	
P16_A10	L119/134.1	plate16	2	T	NPY2R	20200605	
P16_A11	L119/134.2	plate16	3	T	NPY2R	20200605	
P16_A12	L119/134.3	plate16	3	T	NPY2R	20200605	
P16_A2	N22/21.2	plate16	3	T	Shank1	20200605	
P16_A3	N22/21.3	plate16	3	T	Shank1	20200605	
P16_A4	N22/21.4	plate16	3	T	Shank1	20200605	
P16_A5	N22/18.1	plate16	2	T	Shank1	20200605	
P16_A6	N22/18.2	plate16	3	T	Shank1	20200605	
P16_A7	N22/18.3	plate16	3	T	Shank1	20200605	
P16_A8	N22/18.4	plate16	3	T	Shank1	20200605	
P16_A9	N22/18.5	plate16	3	T	Shank1	20200605	
P16_B1	L119/106.2	plate16	3	T	NPY2R	20200605	
P16_B10	N98/47.2	plate16	3	T	Neuroligin-4*	20200605	
P16_B11	N98/47.3	plate16	3	T	Neuroligin-4*	20200605	
P16_B12	N98/47.4	plate16	3	T	Neuroligin-4*	20200605	
P16_B2	L121/133.3	plate16	3	T	nNOS/NOS1	20200605	
P16_B3	N49A/4.2	plate16	2	T	NGL-1/LRRC4C	20200605	Corrected clone #
P16_B4	N49A/2.1	plate16	2	T	NGL-1/LRRC4C	20200605	
P16_B5	N49A/2.2	plate16	3	T	NGL-1/LRRC4C	20200605	
P16_B6	N49A/2.3	plate16	3	T	NGL-1/LRRC4C	20200605	
P16_B7	N98/7.3	plate16	3	T	Neuroligin-4*	20200605	
P16_B8	N98/7.4	plate16	3	T	Neuroligin-4*	20200605	
P16_B9	N98/7.5	plate16	3	T	Neuroligin-4*	20200605	
P16_C1	N98/47.5	plate16	3	T	Neuroligin-4*	20200605	
P16_C10	N110/22.1	plate16	2	T	Neuroligin-3	20200605	
P16_C11	N110/22.2	plate16	3	T	Neuroligin-3	20200605	
P16_C12	N110/22.3	plate16	3	T	Neuroligin-3	20200605	
P16_C2	N110/5.2	plate16	2	T	Neuroligin-3	20200605	
P16_C3	N110/5.3	plate16	3	T	Neuroligin-3	20200605	
P16_C4	positivecontrol2	plate16		F		20200605	
P16_C5	N110/15.1	plate16	2	T	Neuroligin-3	20200605	
